question,uid,topical_hit
What abnormality is present according to the report?,1086,True
What are the key findings in this chest X-ray report?,1087,True
What abnormality is present according to the report?,1087,True
What are the key findings in this chest X-ray report?,1088,True
What abnormality is present according to the report?,1088,True
Is there any opacity?,1088,True
Is there any atelectasis?,1088,True
What are the key findings in this chest X-ray report?,1089,True
What abnormality is present according to the report?,1089,True
What are the key findings in this chest X-ray report?,1090,True
What abnormality is present according to the report?,1090,True
Is the heart size normal?,1090,True
What are the key findings in this chest X-ray report?,1091,True
What abnormality is present according to the report?,1091,True
Is the heart size normal?,1091,True
What are the key findings in this chest X-ray report?,1092,True
What abnormality is present according to the report?,1092,True
What are the key findings in this chest X-ray report?,1093,True
What abnormality is present according to the report?,1093,True
Is the heart size normal?,1093,True
What are the key findings in this chest X-ray report?,1094,True
What abnormality is present according to the report?,1094,True
Is there any atelectasis?,1094,True
What are the key findings in this chest X-ray report?,1095,True
What abnormality is present according to the report?,1095,True
What are the key findings in this chest X-ray report?,1096,True
What abnormality is present according to the report?,1096,True
Is the heart size normal?,1096,True
What are the key findings in this chest X-ray report?,1097,True
What abnormality is present according to the report?,1097,True
What are the key findings in this chest X-ray report?,1098,True
What abnormality is present according to the report?,1098,True
What are the key findings in this chest X-ray report?,1099,True
What abnormality is present according to the report?,1099,True
Is the heart size normal?,1099,True
What are the key findings in this chest X-ray report?,1100,True
