question,uid,hit
What abnormality is present according to the report?,1150,False
What are the key findings in this chest X-ray report?,1151,False
What abnormality is present according to the report?,1151,False
Is the heart size normal?,1151,False
What are the key findings in this chest X-ray report?,1152,False
What abnormality is present according to the report?,1152,False
Is there any cardiomegaly?,1152,False
What are the key findings in this chest X-ray report?,1153,False
What abnormality is present according to the report?,1153,False
Is the heart size normal?,1153,False
What are the key findings in this chest X-ray report?,1154,False
What abnormality is present according to the report?,1154,False
What are the key findings in this chest X-ray report?,1155,False
What abnormality is present according to the report?,1155,False
What are the key findings in this chest X-ray report?,1156,False
What abnormality is present according to the report?,1156,False
Is the heart size normal?,1156,False
What are the key findings in this chest X-ray report?,1157,False
What abnormality is present according to the report?,1157,False
Is there any opacity?,1157,False
What are the key findings in this chest X-ray report?,1158,False
What abnormality is present according to the report?,1158,False
Is there any cardiomegaly?,1158,False
What are the key findings in this chest X-ray report?,1159,False
What abnormality is present according to the report?,1159,False
Is the heart size normal?,1159,False
What are the key findings in this chest X-ray report?,1160,False
What abnormality is present according to the report?,1160,False
